A1BG	        1
A1CF	    29974
A2M	        2
A2ML1	   144568
A3GALT2	   127550
A4GALT	    53947
A4GNT	    51146
AAAS	     8086
AACS	    65985
AADAC	       13
AADACL2	   344752
AADACL3	   126767
AADACL4	   343066
AADAT	    51166
AAED1	   195827
AAGAB	    79719
AAK1	    22848
AAMDC	    28971
AAMP	       14
AANAT	       15
AAR2	    25980
AARD	   441376
AARS	       16
AARS2	    57505
AARSD1	    80755
AASDH	   132949
AASDHPPT	    60496
AASS	    10157
AATF	    26574
AATK	     9625
ABAT	       18
ABCA1	       19
ABCA10	    10349
ABCA12	    26154
ABCA13	   154664
ABCA2	       20
ABCA3	       21
ABCA4	       24
ABCA5	    23461
ABCA6	    23460
ABCA7	    10347
ABCA8	    10351
ABCA9	    10350
ABCB1	     5243
ABCB10	    23456
ABCB11	     8647
ABCB4	     5244
ABCB5	   340273
ABCB6	    10058
ABCB7	       22
ABCB8	    11194
ABCB9	    23457
ABCC1	     4363
ABCC10	    89845
ABCC11	    85320
ABCC12	    94160
ABCC2	     1244
ABCC3	     8714
ABCC4	    10257
ABCC5	    10057
ABCC6	101930322
ABCC6	      368
ABCC8	     6833
ABCC9	    10060
ABCD1	      215
ABCD2	      225
ABCD3	     5825
ABCD4	     5826
ABCE1	     6059
ABCF1	       23
ABCF2	    10061
ABCF3	    55324
ABCG1	     9619
ABCG2	     9429
ABCG4	    64137
ABCG5	    64240
ABCG8	    64241
ABHD1	    84696
ABHD10	    55347
ABHD11	    83451
ABHD12	    26090
ABHD12B	100616234
ABHD12B	   145447
ABHD13	    84945
ABHD14A	    25864
ABHD14A-ACY1	       95
ABHD14B	    84836
ABHD15	   116236
ABHD16A	     7920
ABHD16B	   140701
ABHD17A	    81926
ABHD17B	    51104
ABHD17C	    58489
ABHD2	    11057
ABHD3	   171586
ABHD4	    63874
ABHD5	    51099
ABHD6	    57406
ABHD8	    79575
ABI1	    10006
ABI2	    10152
ABI3	    51225
ABI3BP	    25890
ABL1	       25
ABL2	       27
ABLIM1	     3983
ABLIM2	    84448
ABLIM3	    22885
ABR	       29
ABRA	   137735
ABRACL	    58527
ABT1	    29777
ABTB1	    80325
ABTB2	    25841
ACAA1	       30
ACAA2	    10449
ACACA	       31
ACACB	       32
ACAD10	    80724
ACAD11	    84129
ACAD8	    27034
ACAD9	    28976
ACADL	       33
ACADM	       34
ACADS	       35
ACADSB	       36
ACADVL	       37
ACAN	      176
ACAP1	     9744
ACAP2	    23527
ACAP3	   116983
ACAT1	       38
ACAT2	       39
ACBD3	    64746
ACBD4	    79777
ACBD5	    91452
ACBD6	    84320
ACBD7	   414149
ACCS	    84680
ACCSL	   390110
ACD	    65057
ACE	     1636
ACE2	    59272
ACER1	   125981
ACER2	   340485
ACER3	    55331
ACHE	       43
ACIN1	    22985
ACKR2	     1238
ACKR3	    57007
ACKR4	    51554
ACLY	       47
ACMSD	   130013
ACN9	    57001
ACO1	       48
ACO2	       50
ACOT1	   641371
ACOT11	    26027
ACOT12	   134526
ACOT13	    55856
ACOT2	    10965
ACOT4	   122970
ACOT6	   641372
ACOT7	    11332
ACOT8	    10005
ACOT9	    23597
ACOX1	       51
ACOX2	     8309
ACOX3	     8310
ACOXL	    55289
ACP1	       52
ACP2	       53
ACP5	       54
ACP6	    51205
ACPL2	    92370
ACPP	       55
ACPT	    93650
ACR	       49
ACRBP	    84519
ACRC	    93953
ACRV1	       56
ACSBG1	    23205
ACSBG2	    81616
ACSF2	    80221
ACSF3	   197322
ACSL1	     2180
ACSL3	     2181
ACSL4	     2182
ACSL5	    51703
ACSL6	    23305
ACSM1	   116285
ACSM2A	   123876
ACSM2B	   348158
ACSM3	     6296
ACSM4	   341392
ACSM5	    54988
ACSS1	    84532
ACSS2	    55902
ACSS3	    79611
ACTA1	       58
ACTA2	       59
ACTB	       60
ACTBL2	   345651
ACTC1	       70
ACTG1	       71
ACTG1	       60
ACTG2	       72
ACTL10	   170487
ACTL6A	       86
ACTL6B	    51412
ACTL7A	    10881
ACTL7B	    10880
ACTL8	    81569
ACTL9	   284382
ACTN1	       87
ACTN2	       88
ACTN4	       81
ACTR10	    55860
ACTR1A	    10121
ACTR1B	    10120
ACTR2	    10097
ACTR3	    10096
ACTR3B	    57180
ACTR3C	   653857
ACTR5	    79913
ACTR6	    64431
ACTR8	    93973
ACTRT1	   139741
ACTRT2	   140625
ACTRT3	    84517
ACVR1	       90
ACVR1B	       91
ACVR1C	   130399
ACVR2A	       92
ACVR2B	       93
ACVRL1	       94
ACY1	       95
ACY3	    91703
ACYP1	       97
ACYP2	101927144
ACYP2	       98
ADA	      100
ADAD1	   132612
ADAD2	   161931
ADAL	   161823
ADAM10	      102
ADAM11	     4185
ADAM12	     8038
ADAM15	     8751
ADAM17	     6868
ADAM18	     8749
ADAM19	     8728
ADAM2	     2515
ADAM20	     8748
ADAM21	     8747
ADAM22	    53616
ADAM23	     8745
ADAM28	    10863
ADAM29	101928551
ADAM29	    11086
ADAM30	    11085
ADAM32	   203102
ADAM33	    80332
ADAM7	     8756
ADAM8	      101
ADAM9	     8754
ADAMDEC1	    27299
ADAMTS1	     9510
ADAMTS10	    81794
ADAMTS12	    81792
ADAMTS13	    11093
ADAMTS14	   140766
ADAMTS15	   170689
ADAMTS16	   170690
ADAMTS17	   170691
ADAMTS18	   170692
ADAMTS19	   171019
ADAMTS2	     9509
ADAMTS20	    80070
ADAMTS3	     9508
ADAMTS4	     9507
ADAMTS5	    11096
ADAMTS6	    11174
ADAMTS7	    11173
ADAMTS8	    11095
ADAMTS9	    56999
ADAMTSL1	    92949
ADAMTSL2	100996396
ADAMTSL2	     9719
ADAMTSL3	    57188
ADAMTSL4	    54507
ADAMTSL5	   339366
ADAP1	    11033
ADAP2	    55803
ADAR	      103
ADARB1	      104
ADARB2	      105
ADAT1	    23536
ADAT2	   134637
ADAT3	   113179
ADC	   113451
ADCK1	    57143
ADCK2	    90956
